上车纬度,上车经度,下车纬度,下车经度,车费（元）,距离（公里）,时间戳
39.943554230187125,116.28292159774722,39.93849068806465,116.26247738925407,29.85,6.89,2026-04-15 13:58:14.115414
39.96212977895037,116.40188259304374,39.97062370361996,116.25647458394214,30.0,6.84,2026-05-03 08:16:00.115414
39.86316588408242,116.4083615169377,39.86010419236356,116.49204545980241,30.53,6.08,2026-06-04 01:01:57.115414
39.95236880646222,116.45507602297671,39.87806504445591,116.47709830028977,25.73,4.16,2026-04-17 14:30:45.115414
39.924839046346825,116.46581733496566,39.93987174662609,116.43512343552814,27.5,4.4,2026-04-18 06:34:56.115414
39.945303007999726,116.37718582286553,39.99088309853244,116.33219959533221,29.8,6.06,2026-05-27 03:26:06.115414
39.9990396491327,116.3983631591222,40.00253950166778,116.37853720900702,32.37,7.03,2026-04-16 16:16:19.115414
39.89193059419986,116.36143275016336,39.86099741260104,116.39010793155614,27.62,6.38,2026-05-31 16:17:26.115414
39.866513191782126,116.33971624671153,39.851119374391196,116.26403284968814,24.52,5.31,2026-04-22 04:02:18.115414
39.859724278518726,116.42599368676284,39.9128216705484,116.42033030999106,17.88,1.02,2026-04-22 10:10:08.115414
39.86340948575173,116.3309848670842,39.890708361977545,116.4018105419827,14.82,1.42,2026-05-26 02:29:00.115414
39.9003449145293,116.38252238596569,39.91954571308083,116.33716453252697,17.46,1.81,2026-06-02 08:07:49.115414
39.92125759874084,116.34768956240605,39.93194997624687,116.3509049639566,54.96,15.13,2026-04-25 23:46:08.115414
39.918034539966506,116.4403809911774,39.89820042660077,116.52851338378771,38.03,8.55,2026-05-05 16:37:19.115414
39.9455591624518,116.51548580595599,39.939542027032125,116.54077187114362,25.98,4.83,2026-05-31 04:33:51.115414
39.9048500945939,116.32930472103179,39.90251241252354,116.33434167385121,16.47,1.74,2026-06-07 20:27:41.115414
39.97687670385787,116.29621889102614,39.9933639333398,116.3164843492225,14.39,0.71,2026-05-21 00:58:41.115414
39.89096715833811,116.39990678687899,39.936234725166116,116.3838721734786,49.96,13.74,2026-04-30 12:31:15.115414
40.04020845832948,116.40834186775746,40.07375860243327,116.46032711916959,46.37,13.39,2026-06-01 07:38:46.115414
39.93548336738825,116.42051955840543,39.89290183671437,116.40454635748942,13.08,0.7,2026-04-29 11:42:40.115414
39.86134212217919,116.38062076908594,39.86806197124622,116.3022535047365,40.58,9.57,2026-05-10 05:20:48.115414
39.85065537509695,116.39536164207047,39.872758275451986,116.37970951791286,22.42,3.55,2026-05-18 16:42:52.115414
39.928323620762164,116.42945062463244,39.9468894306665,116.39078124343737,17.14,2.35,2026-05-16 05:07:41.115414
39.89302686073371,116.46982585355869,39.87414984783209,116.4585780930708,34.59,8.06,2026-05-22 11:50:32.115414
39.939900024704606,116.2900970737809,40.02732330117766,116.27973371141768,30.21,5.72,2026-05-30 05:02:03.115414
39.92786188122868,116.38526363365811,39.88954934435875,116.43316056165031,32.69,9.09,2026-05-23 19:02:03.115414
39.90055855436716,116.42022852763645,39.868062900967175,116.44804023670302,13.65,0.5,2026-04-21 16:57:19.115414
39.86186031409658,116.35232143372335,39.868868166534426,116.36285205322636,18.01,2.3,2026-05-04 00:39:26.115414
39.82845763876571,116.51127017790603,39.89196173041463,116.51115236145273,20.13,2.31,2026-05-01 18:34:40.115414
39.88187425239665,116.36927540718627,39.85678840687552,116.32692108683194,20.9,2.4,2026-04-16 04:11:11.115414
39.94701993971618,116.40492243877956,39.93904508874677,116.31767542927294,21.82,4.19,2026-05-12 18:47:30.115414
39.914904687206516,116.44076132581053,39.94722349739698,116.44528772626624,13.51,2.0,2026-04-12 00:00:31.115414
39.8419130610644,116.37192291267188,39.841377196417774,116.40370856081482,24.91,3.53,2026-06-06 01:51:14.115414
39.91285904629256,116.29660561713173,39.90282093065665,116.29227226180195,16.52,2.75,2026-06-02 17:43:33.115414
39.92346586898645,116.381680728385,39.94043485604305,116.36028655547354,33.75,7.97,2026-05-02 07:12:05.115414
39.86000712818995,116.46916643335562,39.86818266789684,116.48774651996419,26.48,5.55,2026-06-06 02:09:36.115414
39.91188625529728,116.38718629239288,39.942799418866386,116.38385300436791,29.39,6.36,2026-05-01 08:08:20.115414
39.907110435922306,116.35661394191246,39.945854502594266,116.42404370959142,21.5,1.42,2026-04-10 15:45:04.115414
39.84705148510847,116.46294033257016,39.856261576908636,116.51224946625288,28.02,2.36,2026-04-16 20:25:16.115414
39.92208936801742,116.38755350623862,39.93084134977877,116.42593382851955,10.0,0.5,2026-04-15 16:10:51.115414
39.932239226318416,116.37679035118099,39.938662555787,116.40709971574938,17.67,0.69,2026-05-02 04:28:05.115414
39.958352562158765,116.4163673653798,39.973026478858245,116.36476066880174,17.15,1.85,2026-04-16 12:02:57.115414
39.95689010260175,116.45364501257713,39.95854522173789,116.48016476065924,17.39,0.5,2026-04-13 00:11:33.115414
39.835316531602146,116.55030281190395,39.83529827713248,116.56535585020981,29.72,5.54,2026-05-12 00:56:58.115414
39.85730874800425,116.45703416645944,39.89320756162907,116.48129115559509,104.73,35.0,2026-04-16 20:06:17.115414
39.929951763360435,116.4769903979833,39.975435248771085,116.49669477745583,15.45,0.64,2026-05-29 21:03:57.115414
39.929889297545614,116.37704202806073,39.88466270920661,116.39515253157465,36.16,10.33,2026-05-03 01:35:10.115414
39.92995238431531,116.34584791364183,39.930253018867525,116.45388257242382,17.68,0.76,2026-05-06 23:53:39.115414
40.09683657453274,116.41113988097715,40.07617574152938,116.40809245417907,29.98,6.65,2026-05-27 02:05:34.115414
39.93274452553466,116.41383019491558,39.923415381540075,116.45128369014876,27.76,6.18,2026-04-30 18:12:11.115414
39.96097828200903,116.34268923551812,39.97305376830109,116.32384964310756,46.52,13.98,2026-06-01 07:30:05.115414
39.95190008817466,116.39688232820575,39.971983239320934,116.42850799156126,17.83,0.73,2026-04-22 19:18:15.115414
39.936769562565296,116.43135905610315,39.93340576925696,116.46893185171244,23.49,2.27,2026-06-04 09:37:19.115414
39.88843653776799,116.42902360370108,39.8310363277263,116.44360064678649,10.84,0.57,2026-06-04 21:39:56.115414
39.942148461024665,116.43765727120305,39.91319709360738,116.50442714889812,22.71,3.14,2026-05-25 20:23:54.115414
39.865558739273126,116.42485788380824,39.892453729379135,116.38948684235383,48.27,14.55,2026-05-03 13:13:11.115414
39.892359069663,116.3769794804438,39.810146277001955,116.35749064277707,31.41,9.13,2026-05-25 21:06:07.115414
39.87993182260855,116.37656596240106,39.915554637159005,116.385061165842,32.69,7.7,2026-05-19 11:30:49.115414
39.90829370696932,116.33546291612036,39.92393060668866,116.37069519025974,21.92,4.57,2026-04-28 10:40:57.115414
40.01993292833368,116.5144865023511,40.05941821077958,116.5216636832029,40.51,12.9,2026-04-19 02:47:25.115414
39.81083674037041,116.40820702187715,39.80487966476398,116.45963738333757,19.61,3.58,2026-04-19 08:51:37.115414
39.93851300951873,116.3939088166523,39.87667084679804,116.36744122181365,12.35,0.97,2026-05-21 19:25:02.115414
39.82356420644052,116.35167247511285,39.83647508568572,116.3060493355333,38.32,10.91,2026-05-14 08:34:06.115414
39.880603406710534,116.58353947413966,39.918843000431686,116.59586460760111,13.94,1.97,2026-05-21 02:00:18.115414
39.95864752984837,116.34300031806661,39.986389184013774,116.33991310702207,13.06,0.5,2026-05-19 20:55:58.115414
39.90741400095477,116.38166912446363,39.88753325645013,116.40338367327796,12.88,0.81,2026-05-25 07:14:29.115414
39.85031276110354,116.43235021017716,39.85291559336742,116.4312541185425,28.21,5.64,2026-04-15 05:13:23.115414
39.868434814537004,116.44341277794466,39.85244972647361,116.42981198631972,28.79,5.6,2026-04-19 12:19:31.115414
39.938179887446736,116.46487592331293,39.913601893521054,116.46187842044398,18.3,1.81,2026-04-15 20:13:58.115414
39.86768166841414,116.51585651046615,39.89634332554954,116.51701046625787,31.78,7.79,2026-05-19 01:10:15.115414
39.9150229294791,116.43776945932764,39.87909696014115,116.4255702073337,34.5,8.91,2026-05-12 21:37:39.115414
39.906478591995196,116.344038152002,39.87966409907775,116.33591287014906,48.47,15.19,2026-04-20 13:36:38.115414
39.87161998261971,116.39198329249268,39.83849921361554,116.3758395590132,23.75,5.28,2026-05-04 02:24:23.115414
40.01139720446627,116.42586994235083,39.9666897787673,116.46013654714561,37.78,9.07,2026-04-28 13:25:57.115414
39.9358959511159,116.53149356249034,39.940288379871184,116.53925440267057,28.7,8.39,2026-04-28 10:12:50.115414
39.802942870667124,116.32353167129453,39.83778796212158,116.41380177018128,17.23,1.79,2026-06-01 00:37:53.115414
39.91352271573847,116.47955459031351,39.90797641305112,116.48598277236465,17.6,2.23,2026-05-23 12:20:26.115414
39.87111067676158,116.41819486217278,39.825938242744655,116.39616056335963,24.56,3.91,2026-04-23 13:38:37.115414
39.946821666739815,116.45766983211377,39.97202000293208,116.56449684710829,10.0,0.5,2026-05-20 22:03:02.115414
39.86457396307837,116.40128031700183,39.91514501569942,116.41782537211041,18.33,2.12,2026-04-27 18:33:12.115414
39.89846317792666,116.35685404219241,39.87907590820226,116.39645903366812,23.66,3.85,2026-05-07 00:03:09.115414
39.929449363949026,116.45245236676408,39.915092735947496,116.47613648609217,10.0,0.69,2026-05-24 20:59:48.115414
39.94748775970851,116.44666586162633,39.96295757861101,116.47158630279824,11.8,0.81,2026-05-04 05:05:11.115414
39.84418517964721,116.46572341794437,39.89284139208076,116.48714957999847,22.06,3.73,2026-04-17 06:39:17.115414
39.88747493820796,116.40660172187728,39.8718799138362,116.36251833928624,34.24,7.88,2026-05-22 23:33:53.115414
39.88045273444195,116.37141067860081,39.840479241012005,116.38611184050326,40.46,10.77,2026-06-02 09:20:46.115414
39.87153353837132,116.31387278029857,39.89047609655949,116.26087832814456,26.54,4.74,2026-04-19 11:08:20.115414
